feature_index	feature_index	vector	max_distance	v_gene	j_gene	cdr3_aa_length
1089	342159	[0.5898962616920471, -0.8559303283691406, 0.261979341506958, 0.7707200646400452, -0.22657030820846558, 0.07065452635288239, 0.6365889310836792, -0.8775830864906311, 0.030563900247216225, 0.16629977524280548]	0.15	IGLV2	IGLJ1	10.0
1090	342162	[0.5910723805427551, -0.5397460460662842, 0.47362020611763, 0.8527820706367493, 0.2967168092727661, -0.23569318652153015, 0.6446187496185303, -0.8106191754341125, -0.33698707818984985, -0.3157602548599243]	0.15	IGLV2	IGLJ1	10.0
1091	342179	[0.4420151114463806, -0.9267672896385193, 0.05698930099606514, 0.8066074848175049, 0.20329459011554718, 0.0839180052280426, 0.5459911823272705, -0.8552188873291016, -0.23226788640022278, -0.4075954556465149]	0.15	IGLV2	IGLJ1	10.0
1092	342212	[0.3444790244102478, -0.6185574531555176, 0.2951733469963074, 1.0515916347503662, 0.03422081843018532, -0.2625451385974884, 0.3505311906337738, -0.7864202260971069, -0.6154280304908752, -0.2680991590023041]	0.15	IGLV2	IGLJ1	10.0
1093	342214	[0.4021034240722656, -0.9041013717651367, 0.404835045337677, 0.7123419046401978, 0.0915127545595169, 0.6623347997665405, 0.776305079460144, -0.6686903238296509, 0.20431825518608093, 0.3491743206977844]	0.15	IGLV2	IGLJ1	10.0
1094	342267	[0.28398409485816956, -0.9678130745887756, 0.5682252645492554, 0.7318633794784546, -0.07327411323785782, 0.22801198065280914, 0.5286943912506104, -0.5809316039085388, 0.09269241988658905, 0.4582253694534302]	0.15	IGLV2	IGLJ1	10.0
1095	348857	[0.3695453107357025, -0.7431002855300903, 0.052952345460653305, 0.8403754234313965, 0.1946585476398468, -0.1092771515250206, 0.49927547574043274, -0.8645257949829102, -0.1751900166273117, -0.3208567500114441]	0.15	IGLV2	IGLJ1	11.0
1096	348860	[0.45569220185279846, -0.4795686602592468, 0.05875355750322342, 0.9906982183456421, -0.2762291431427002, -0.09561524540185928, 0.4363844394683838, -0.5151599049568176, -0.36994871497154236, -0.2668015956878662]	0.15	IGLV2	IGLJ1	11.0
1097	348894	[0.5062488913536072, -0.9647997617721558, 0.47549307346343994, 0.6434521675109863, -0.008593774400651455, 0.38967597484588623, 0.7598322629928589, -1.0310273170471191, 0.11326859891414642, -0.0005913047934882343]	0.15	IGLV2	IGLJ1	11.0
1098	348908	[0.4594336152076721, -0.9691125750541687, 0.4921770989894867, 0.8628113865852356, 0.012212150730192661, 0.6347760558128357, 0.33734068274497986, -0.471142441034317, 0.36503198742866516, 0.3187941610813141]	0.15	IGLV2	IGLJ1	11.0
1099	348929	[0.18881306052207947, -1.0011258125305176, 0.4710724353790283, 0.8573654294013977, 0.039062656462192535, -0.37553757429122925, 0.5761390924453735, -0.616552472114563, -0.25036489963531494, -0.4329912066459656]	0.15	IGLV2	IGLJ1	11.0
1100	348937	[0.22737593948841095, -0.7625383138656616, 0.26463717222213745, 1.0225822925567627, 0.007945703342556953, 0.2729271650314331, 0.4971331059932709, -1.0878187417984009, -0.1070958748459816, 0.6818135976791382]	0.15	IGLV2	IGLJ1	11.0
1101	348964	[0.6556821465492249, -1.0449559688568115, 0.5171938538551331, 0.6600626707077026, 0.08806376159191132, 0.5198901295661926, 0.721994161605835, -0.7708313465118408, 0.2709594964981079, 0.08028742671012878]	0.15	IGLV2	IGLJ1	11.0
1102	349001	[0.46192115545272827, -0.9204926490783691, 0.2590113580226898, 0.8140375018119812, 0.251465380191803, 0.037710823118686676, 0.4394281804561615, -0.7928162813186646, -0.06917945295572281, -0.20214417576789856]	0.15	IGLV2	IGLJ1	11.0
1103	355361	[0.45249417424201965, -0.7460658550262451, 0.47594285011291504, 0.6741740107536316, 0.18416081368923187, 0.2104305773973465, 0.7020815014839172, -0.7744765281677246, 0.09653148055076599, 0.16242505609989166]	0.15	IGLV2	IGLJ1	12.0
1104	355366	[0.5091437101364136, -0.5846943855285645, 0.5177668929100037, 0.8284540772438049, -0.03201177716255188, 0.524782121181488, 0.5558292865753174, -0.6758280992507935, 0.2565549612045288, 0.1414700299501419]	0.15	IGLV2	IGLJ1	12.0
1105	355408	[0.29711732268333435, -0.8655548691749573, 0.29631873965263367, 0.9161205291748047, -0.04654959589242935, -0.07141607254743576, 0.4221765995025635, -0.6633449196815491, -0.28949254751205444, -0.33432406187057495]	0.15	IGLV2	IGLJ1	12.0
1106	355450	[0.4745274484157562, -0.6386001706123352, 0.15741966664791107, 0.8389032483100891, 0.10582039505243301, -0.12487252801656723, 0.5254795551300049, -0.7092344164848328, -0.237221360206604, -0.2617199122905731]	0.15	IGLV2	IGLJ1	12.0
1107	355460	[0.65718013048172, -0.6841053366661072, 0.2545027434825897, 0.8291442394256592, -0.059505268931388855, -0.0861934944987297, 0.6464976668357849, -0.909659743309021, -0.24219246208667755, -0.40372371673583984]	0.15	IGLV2	IGLJ1	12.0
1108	359300	[0.49251455068588257, -0.6484919786453247, 0.18493089079856873, 0.93329918384552, 0.059099406003952026, -0.10215803235769272, 0.43367981910705566, -0.6135837435722351, -0.3283580243587494, -0.364185631275177]	0.15	IGLV2	IGLJ1	13.0
1109	359306	[0.6058779954910278, -0.7113601565361023, 0.3162672817707062, 0.799200713634491, -0.08460289239883423, 0.21663396060466766, 0.5447465777397156, -0.4385944604873657, 0.06656941026449203, -0.007822156883776188]	0.15	IGLV2	IGLJ1	13.0
1110	359312	[0.4574523866176605, -0.8377223610877991, 0.41948965191841125, 0.8359796404838562, 0.06884022802114487, 0.14317728579044342, 0.38820064067840576, -0.6380859017372131, 0.01882634498178959, 0.08855905383825302]	0.15	IGLV2	IGLJ1	13.0
1111	360050	[0.44603052735328674, -1.0110790729522705, 0.2809131443500519, 0.6177393198013306, -0.08725801855325699, 0.43789416551589966, 0.7894796133041382, -0.6364039182662964, 0.3985457420349121, 0.17872120440006256]	0.15	IGLV2	IGLJ3	7.0
1112	360168	[0.150223046541214, -0.9039598107337952, 0.7320859432220459, 0.6158483624458313, -0.08964592963457108, 0.16458289325237274, 0.6654614806175232, -0.5602306723594666, 0.5035183429718018, 0.19044142961502075]	0.15	IGLV2	IGLJ3	8.0
1113	360769	[0.2114734798669815, -0.8470845222473145, 0.2842229902744293, 0.6656867265701294, 0.27776768803596497, 0.3636113107204437, 0.6000545620918274, -0.885407030582428, 0.5074939131736755, 0.25626644492149353]	0.15	IGLV2	IGLJ3	9.0
1114	360778	[0.2233031839132309, -0.8724331259727478, 0.3583298921585083, 0.7405480742454529, -0.1034063994884491, 0.2632973790168762, 0.6327382922172546, -0.7693195939064026, 0.13356280326843262, 0.5256925225257874]	0.15	IGLV2	IGLJ3	9.0
1115	360856	[0.07540686428546906, -0.9810768365859985, 0.36997920274734497, 0.5856768488883972, 0.15091955661773682, 0.3564954996109009, 0.7930416464805603, -0.9069899320602417, 0.5783362984657288, 0.3550527095794678]	0.15	IGLV2	IGLJ3	9.0
1116	363073	[0.5893742442131042, -0.9790693521499634, 0.28754672408103943, 0.7156604528427124, 0.1312941163778305, 0.06738791614770889, 0.6402388215065002, -0.6458330154418945, -0.011123105883598328, -0.28690335154533386]	0.15	IGLV2	IGLJ3	10.0
1117	363099	[0.5538861155509949, -0.8481845855712891, 0.06225934624671936, 0.914512038230896, 0.4132321774959564, 0.12088141590356827, 0.3727644681930542, -0.6036271452903748, -0.2764691412448883, -0.5420802235603333]	0.15	IGLV2	IGLJ3	10.0
1118	363100	[0.3552306890487671, -0.8639912605285645, 0.34967637062072754, 0.7479406595230103, 0.09737330675125122, 0.07730349153280258, 0.6648880839347839, -0.6354343891143799, -0.1666843444108963, -0.22306887805461884]	0.15	IGLV2	IGLJ3	10.0
1119	363117	[0.17451955378055573, -0.9910815954208374, 0.0879688411951065, 0.8158429265022278, 0.11184458434581757, -0.15537074208259583, 0.6740700006484985, -0.6360294222831726, -0.3072887063026428, -0.2906563878059387]	0.15	IGLV2	IGLJ3	10.0
1120	363174	[0.37302833795547485, -0.7368645071983337, 0.372524231672287, 0.6878262162208557, 0.23999518156051636, 0.37797969579696655, 0.6507173776626587, -0.9581651091575623, 0.1823142021894455, 0.0299094058573246]	0.15	IGLV2	IGLJ3	10.0
1121	363202	[0.3500029444694519, -0.9767382740974426, 0.2780464291572571, 0.8300489187240601, -0.183669775724411, 0.26351556181907654, 0.5740820169448853, -0.7847210168838501, 0.005325247533619404, 0.22285838425159454]	0.15	IGLV2	IGLJ3	10.0
1122	368064	[0.07514742016792297, -0.8681135177612305, 0.1824445128440857, 0.9846174716949463, 0.015170215629041195, -0.05310267582535744, 0.36966148018836975, -0.8349732756614685, -0.32427167892456055, -0.012751513160765171]	0.15	IGLV2	IGLJ3	11.0
1123	368066	[0.5338717699050903, -0.9312004446983337, 0.0027875660452991724, 0.8790623545646667, 0.16115324199199677, -0.12559793889522552, 0.4817303419113159, -0.7516387104988098, -0.2766460180282593, -0.5556170344352722]	0.15	IGLV2	IGLJ3	11.0
1124	368070	[0.3801814913749695, -0.7176352739334106, 0.44512978196144104, 0.7292954325675964, 0.07224421203136444, 0.2656537592411041, 0.7540380954742432, -0.7497409582138062, 0.001271706772968173, 0.4650842547416687]	0.15	IGLV2	IGLJ3	11.0
1125	368109	[0.17368996143341064, -0.8499737977981567, 0.47800499200820923, 0.9315530061721802, 0.32053670287132263, -0.22723349928855896, 0.46871763467788696, -0.47127610445022583, -0.18786486983299255, -0.4713408350944519]	0.15	IGLV2	IGLJ3	11.0
1126	368118	[0.38129833340644836, -0.6844279766082764, 0.21998223662376404, 0.843885064125061, -0.07104359567165375, 0.15499873459339142, 0.4961872696876526, -0.6044505834579468, 0.09437757730484009, -0.2007552832365036]	0.15	IGLV2	IGLJ3	11.0
1127	368145	[0.38260799646377563, -0.9087580442428589, 0.6812039613723755, 0.6811702251434326, 0.06075422838330269, 0.2217406928539276, 0.7128159403800964, -0.9309219121932983, 0.17265518009662628, 0.5877706408500671]	0.15	IGLV2	IGLJ3	11.0
1128	368166	[0.3369204103946686, -0.8567450046539307, 0.132456436753273, 0.8658730983734131, 0.09315955638885498, 0.0814984068274498, 0.5405616760253906, -0.7187305092811584, -0.29106199741363525, -0.38934388756752014]	0.15	IGLV2	IGLJ3	11.0
1129	368179	[0.535954475402832, -0.3924264907836914, 0.3135972023010254, 0.9141690135002136, 0.036581434309482574, -0.25062796473503113, 0.697748064994812, -0.741396427154541, -0.2950826585292816, -0.44781941175460815]	0.15	IGLV2	IGLJ3	11.0
1130	371926	[0.33470240235328674, -0.9017928242683411, 0.2261226773262024, 0.978609561920166, 0.16501182317733765, 0.0381787084043026, 0.17752371728420258, -0.5204405784606934, -0.1232689842581749, -0.05797332152724266]	0.15	IGLV2	IGLJ3	12.0
1131	371964	[0.5035825371742249, -0.5640228986740112, 0.6101422905921936, 0.7404016852378845, 0.1654268503189087, 0.25917187333106995, 0.9146556854248047, -0.9852501749992371, 0.006394270807504654, 0.48183417320251465]	0.15	IGLV2	IGLJ3	12.0
1132	374260	[0.3771892189979553, -0.9826814532279968, 0.7947015166282654, 0.6651883125305176, -0.0310599897056818, 0.31126195192337036, 0.7658619284629822, -0.5028812289237976, 0.20310623943805695, 0.12482967227697372]	0.15	IGLV2	IGLJ7	8.0
1133	374271	[0.35294610261917114, -1.0999755859375, 0.6077074408531189, 0.7834420204162598, -0.004344556946307421, 0.3950515687465668, 0.4115902781486511, -0.4453859031200409, 0.18744505941867828, 0.33519431948661804]	0.15	IGLV2	IGLJ7	9.0
1134	374272	[0.587093710899353, -0.895717442035675, 0.1607811599969864, 0.8851019144058228, 0.16869889199733734, -0.2613834738731384, 0.4376593232154846, -0.9429844617843628, -0.4204081892967224, -0.46065109968185425]	0.15	IGLV2	IGLJ7	9.0
1135	374335	[0.6975684762001038, -0.7697474956512451, 0.5095881223678589, 0.7755630016326904, -0.11057297140359879, 0.21562644839286804, 0.5496667623519897, -0.22476264834403992, 0.15722352266311646, 0.23881998658180237]	0.15	IGLV2	IGLJ7	10.0
1136	374468	[0.5450683236122131, -0.9058434963226318, 0.4438422620296478, 0.8137087821960449, 0.18991482257843018, 0.1765492707490921, 0.44455501437187195, -0.6611687541007996, -0.011648617684841156, -0.038994237780570984]	0.15	IGLV2	IGLJ7	11.0
1137	374801	[-0.2651576101779938, -0.7970771789550781, 0.32118239998817444, 0.8949899673461914, -0.6172401309013367, -0.6184850335121155, 0.4566494822502136, -0.5684710144996643, 0.20518644154071808, -0.3939654231071472]	0.15	IGLV3	IGLJ1	7.0
1138	374844	[-0.3459373712539673, -0.8443096280097961, 0.3567703366279602, 0.9331417083740234, -0.5606690049171448, -0.5010873675346375, 0.4372072219848633, -0.4251202940940857, 0.02194792777299881, -0.2211916446685791]	0.15	IGLV3	IGLJ1	8.0
1139	375117	[-0.2688337564468384, -0.8257067799568176, -0.01264485064893961, 0.9077476859092712, -0.3047281503677368, -0.28591692447662354, 0.5138199329376221, -0.3240666687488556, 0.03724713996052742, -0.031973473727703094]	0.15	IGLV3	IGLJ1	9.0
1140	375118	[-0.43883833289146423, -0.6854354739189148, 0.5102361440658569, 0.9049350023269653, -0.5616278052330017, -0.5610976815223694, 0.3931410312652588, -0.5785928964614868, 0.33274024724960327, -0.1271980255842209]	0.15	IGLV3	IGLJ1	9.0
1141	375124	[-0.30525603890419006, -0.901261031627655, 0.24483904242515564, 0.8995689749717712, -0.5204360485076904, -0.6289112567901611, 0.5266820788383484, -0.3205288052558899, 0.021522175520658493, -0.36824676394462585]	0.15	IGLV3	IGLJ1	9.0
1142	375137	[-0.6682193279266357, -0.6500970721244812, -0.3411102592945099, 1.3296372890472412, -0.567878782749176, 0.15810352563858032, 0.17061913013458252, -0.5595533847808838, -0.11001234501600266, 0.40862029790878296]	0.15	IGLV3	IGLJ1	9.0
1143	375141	[-0.022147569805383682, -0.730124294757843, -0.2725822329521179, 0.994727611541748, -0.3990137577056885, -0.6734574437141418, 0.5410050749778748, -0.43601202964782715, -0.08592388778924942, -0.4750709533691406]	0.15	IGLV3	IGLJ1	9.0
1144	375143	[-0.36455658078193665, -0.840904712677002, 0.17102141678333282, 0.828285813331604, -0.19211095571517944, -0.36183303594589233, 0.5024309158325195, -0.6331005096435547, 0.3211570978164673, -0.15677562355995178]	0.15	IGLV3	IGLJ1	9.0
1145	375157	[0.12629306316375732, -0.9038456082344055, -0.07543328404426575, 0.905506432056427, -0.47357308864593506, -0.7172276973724365, 0.6038102507591248, -0.71101313829422, -0.059640560299158096, -0.24338364601135254]	0.15	IGLV3	IGLJ1	9.0
1146	375176	[-0.1759653091430664, -1.0501596927642822, 0.113944873213768, 0.709357738494873, -0.3651691973209381, -0.495976984500885, 0.882470428943634, -0.4048692286014557, 0.29645711183547974, -0.47334784269332886]	0.15	IGLV3	IGLJ1	9.0
1147	375183	[0.03174498304724693, -1.0378769636154175, 0.16061106324195862, 0.8058972954750061, -0.3786288797855377, -0.384732723236084, 0.5593680143356323, -0.5762770175933838, 0.18357205390930176, -0.42943453788757324]	0.15	IGLV3	IGLJ1	9.0
1148	375255	[0.009766504168510437, -0.9089840650558472, -0.1802121102809906, 0.9951046705245972, -0.2742961645126343, -0.6845022439956665, 0.485036164522171, -0.5723857879638672, -0.22616185247898102, -0.31764352321624756]	0.15	IGLV3	IGLJ1	9.0
1149	377554	[-0.12188565731048584, -0.9440168142318726, -0.02908775955438614, 1.086885929107666, -0.43490901589393616, -0.567422091960907, 0.2063959538936615, -0.14426083862781525, -0.05194823071360588, 0.12889699637889862]	0.15	IGLV3	IGLJ1	10.0
1150	377563	[-0.04254697263240814, -0.7880623936653137, -0.2825039327144623, 0.9994621276855469, -0.5595109462738037, -0.6731094121932983, 0.54542076587677, -0.7313429713249207, -0.19466987252235413, -0.1174740344285965]	0.15	IGLV3	IGLJ1	10.0
1151	377655	[-0.6529405117034912, -0.836409866809845, -0.4547436535358429, 0.9592900276184082, -0.5244520306587219, 0.5771894454956055, 0.8272026181221008, -0.6382612586021423, 0.5296475887298584, 0.1248888298869133]	0.15	IGLV3	IGLJ1	10.0
1152	381055	[-0.04541159048676491, -0.7900401949882507, -0.12019350379705429, 1.0060588121414185, -0.4396761655807495, -0.6211751699447632, 0.4793855845928192, -0.2749539911746979, -0.269380658864975, -0.11087239533662796]	0.15	IGLV3	IGLJ1	11.0
1153	381074	[-0.5523414015769958, -0.6753765344619751, -0.3128456771373749, 1.2502888441085815, -0.4496355652809143, 0.03792892396450043, 0.25865477323532104, -0.7791682481765747, -0.050464119762182236, 0.5867031812667847]	0.15	IGLV3	IGLJ1	11.0
1154	381087	[-0.24716849625110626, -0.8951050043106079, 0.2513847351074219, 0.9725673794746399, -0.2794637084007263, -0.7608414888381958, 0.6285514235496521, -0.24449095129966736, -0.1520305573940277, -0.36559465527534485]	0.15	IGLV3	IGLJ1	11.0
1155	381093	[-0.28564903140068054, -0.7614667415618896, -0.4643356204032898, 1.17573082447052, -0.45767179131507874, 0.39201635122299194, 0.31329283118247986, -0.5462231636047363, -0.06060996651649475, 0.0719851478934288]	0.15	IGLV3	IGLJ1	11.0
1156	381097	[-0.3109602928161621, -0.7834941148757935, -0.4009398818016052, 1.1581519842147827, -0.7129085063934326, 0.46202126145362854, 0.4868103861808777, -0.7585870027542114, 0.12089109420776367, 0.27583789825439453]	0.15	IGLV3	IGLJ1	11.0
1157	381110	[-0.007265032269060612, -0.735946536064148, 0.28462454676628113, 0.8716575503349304, -0.33191829919815063, -0.32723116874694824, 0.3713824152946472, -0.8504619002342224, 0.20393027365207672, -0.14227506518363953]	0.15	IGLV3	IGLJ1	11.0
1158	381156	[-0.2729448676109314, -0.8321766257286072, 0.07739073783159256, 1.0142323970794678, -0.5800008177757263, -0.38085952401161194, 0.3430303931236267, -0.6024808287620544, 0.0656059980392456, -0.10072139650583267]	0.15	IGLV3	IGLJ1	11.0
1159	385532	[-0.15570378303527832, -0.551856517791748, -0.23880116641521454, 1.0509008169174194, -0.46881103515625, -0.9519815444946289, 0.5989395976066589, -0.6777210235595703, -0.16234223544597626, 0.09059614688158035]	0.15	IGLV3	IGLJ1	12.0
1160	385542	[-0.4035157263278961, -0.9923921823501587, -0.44313931465148926, 1.1024582386016846, -0.6220521330833435, 0.551615834236145, 0.48015284538269043, -0.35220813751220703, 0.23894581198692322, -0.13918966054916382]	0.15	IGLV3	IGLJ1	12.0
1161	385544	[-0.2932053208351135, -0.7329965829849243, -0.17160283029079437, 0.8940262794494629, -0.6048344373703003, 0.5049430727958679, 0.8021931648254395, -0.5904132127761841, 0.27893295884132385, -0.2762886881828308]	0.15	IGLV3	IGLJ1	12.0
1162	385554	[-0.10773973912000656, -0.9398549199104309, 0.25840482115745544, 0.8818209767341614, -0.27789247035980225, -0.5474079847335815, 0.37903982400894165, -0.39238959550857544, 0.28551632165908813, -0.47348907589912415]	0.15	IGLV3	IGLJ1	12.0
1163	385565	[-0.5805495381355286, -0.6185809969902039, -0.43582382798194885, 1.3458393812179565, -0.30248454213142395, 0.13040611147880554, 0.12349087744951248, -0.5559787154197693, -0.1509147733449936, 0.5047946572303772]	0.15	IGLV3	IGLJ1	12.0
1164	385577	[-0.17900450527668, -0.7798168659210205, -0.36620068550109863, 0.9652377367019653, -0.7480127215385437, 0.5610654950141907, 0.8317515850067139, -0.5433557033538818, 0.30944570899009705, -0.19440649449825287]	0.15	IGLV3	IGLJ1	12.0
1165	388812	[-0.28646788001060486, -0.3621310889720917, -0.46153002977371216, 1.3410398960113525, -0.41996926069259644, 0.12595827877521515, 0.21476313471794128, -0.6930907368659973, -0.17341868579387665, 0.7345239520072937]	0.15	IGLV3	IGLJ1	13.0
